PRESENT_SN,DGM_NM,DGM_AR,DGM_LT,geometry,lon,lat,category,소유주체,주차면수
46230UQ152PS201202010019,기타 주차장시설,1096,161,POINT (127.6055722421814 34.96379928295406),127.60557220000001,34.96379928,주차장,개인,37.0
46230UQ152PS201202010018,기타 주차장시설,972,135,POINT (127.605100638687 34.96547991011117),127.6051006,34.96547991,주차장,,30.0
46230UQ152PS201202010014,기타 주차장시설,149,57,POINT (127.5865551777734 34.97221703756887),127.58655520000002,34.97221704,주차장,군유지,6.0
46230UQ152PS201202010013,기타 주차장시설,487,89,POINT (127.5861715045768 34.97381239182032),127.5861715,34.97381239,주차장,군유지,16.0
46230UQ152PS201202010011,노외주차장,1980,174,POINT (127.5806830312357 34.97013123699525),127.58068300000001,34.97013124,주차장,군유지,66.0
46230UQ152PS201202010010,노외주차장,1280,147,POINT (127.5797663508395 34.98258340243777),127.57976640000001,34.982583399999996,주차장,군유지,43.0
46230UQ152PS201202010009,노외주차장,1890,171,POINT (127.5764997438687 34.98007990949192),127.5764997,34.98007991,주차장,군유지,63.0
46230UQ152PS201202010125,기타 주차장시설,3370,259,POINT (127.7620559694953 34.94472162800368),127.762056,34.94472163,주차장,군유지,91.0
46230UQ152PS201202010116,기타 주차장시설,5790,349,POINT (127.5875196754322 34.97020002115509),127.58751969999999,34.97020002,주차장,군유지,193.0
46230UQ152PS201202010115,기타 주차장시설,512,114,POINT (127.5848422755661 34.97770271218354),127.58484229999999,34.97770271,주차장,군유지,18.0
46230UQ152PS201202010111,기타 주차장시설,215,80,POINT (127.7543183450998 34.94400669381557),127.7543183,34.94400669,주차장,군유지,9.0
46230UQ152PS201202010112,기타 주차장시설,1022,216,POINT (127.6993273948331 34.98898901841159),127.6993274,34.98898902,주차장,군유지,34.0
46230UQ152PS201907100001,주차장,2068,191,POINT (127.7205914427609 34.96249281920832),127.7205914,34.96249282,주차장,군유지,67.0
46230UQ152PS201202010076,노외주차장,1859,170,POINT (127.6055654728275 34.97405341278524),127.6055655,34.97405341,주차장,개인,62.0
46230UQ152PS201810120192,노외주차장,620,108,POINT (127.5830896363265 34.96886725022112),127.5830896,34.96886725,주차장,개인,22.0
46230UQ152PS201810120191,노외주차장,1562,192,POINT (127.589155333344 34.97767286537988),127.5891553,34.97767287,주차장,개인,52.0
46230UQ152PS201810120190,노외주차장,896,141,POINT (127.5719357370001 34.97620421821313),127.57193570000001,34.97620422,주차장,군유지,33.0
46230UQ152PS201202010083,기타 주차장시설,4361,281,POINT (127.6029516321617 34.95237472654895),127.60295159999998,34.95237473,주차장,군유지,93.0
46230UQ152PS201202010055,노외주차장,1500,154,POINT (127.7182474384416 34.96474451493274),127.71824740000001,34.96474451,주차장,군유지,50.0
46230UQ152PS201202010141,노외주차장,3450,236,POINT (127.7027122676715 34.93679991184757),127.70271229999999,34.93679991,주차장,법인,93.0
46230UQ152PS201309010117,노외주차장,1825,172,POINT (127.7047075893551 34.93744900877166),127.70470759999999,34.93744901,주차장,법인,61.0
46230UQ152PS201810120222,기타 주차장시설,2964,235,POINT (127.603410693737 34.95061287321164),127.60341070000001,34.95061287,주차장,군유지,96.0
46230UQ152PS201810120220,노외주차장,250,72,POINT (127.6176892982552 35.00545845268251),127.6176893,35.00545845,주차장,,10.0
46230UQ152PS201810120208,노외주차장,810,111,POINT (127.6753747131999 34.93458630665764),127.67537469999999,34.93458631,주차장,,30.0
46230UQ152PS201810120207,노외주차장,622,111,POINT (127.678229780044 34.93395094831543),127.6782298,34.93395095,주차장,군유지,22.0
46230UQ152PS201810120206,노외주차장,820,112,POINT (127.6775675589367 34.93537905399673),127.6775676,34.93537905,주차장,,30.0
46230UQ152PS201810120205,노외주차장,547,93,POINT (127.6970082078034 34.94219643864911),127.6970082,34.94219644,주차장,군유지,19.0
46230UQ152PS201202010079,기타 주차장시설,485,87,POINT (127.7116285538411 34.96650416939248),127.71162859999998,34.96650417,주차장,종교단체,16.0
46230UQ152PS201202010004,노외주차장,1030,223,POINT (127.5628890071341 34.95902696847787),127.56288899999998,34.95902697,주차장,개인,34.0
46230UQ152PS201205116978,노외주차장,836,152,POINT (127.7576907347337 34.97363901777295),127.75769070000001,34.97363902,주차장,,31.0
46230UQ152PS201902080003,기타 주차장시설,3440,252,POINT (127.6222750321843 34.90454265846324),127.622275,34.90454266,주차장,,93.0
46230UQ152PS201309010169,기타 주차장시설,2669,221,POINT (127.6133864445488 34.91495255129337),127.61338640000001,34.91495255,주차장,,86.0
46230UQ152PS201309010168,기타 주차장시설,2032,178,POINT (127.6122665085071 34.91696351517145),127.6122665,34.91696352,주차장,,66.0
46230UQ152PS201309010167,기타 주차장시설,4157,308,POINT (127.6120394985495 34.91866285270822),127.61203950000001,34.91866285,주차장,,88.0
46230UQ152PS201902080002,기타 주차장시설,2321,191,POINT (127.7633449626335 34.95733235177595),127.763345,34.95733235,주차장,국유지,75.0
46230UQ152PS201902080001,기타 주차장시설,1650,161,POINT (127.761538773138 34.95838469845152),127.7615388,34.9583847,주차장,군유지,55.0
46230UQ152PS201810120221,기타 주차장시설,2752,213,POINT (127.7599123422144 34.9585713679014),127.7599123,34.95857137,주차장,,89.0
46230UQ152PS201810120216,노외주차장,1382,176,POINT (127.6262276796749 34.94372243541019),127.6262277,34.94372244,주차장,군유지,46.0
46230UQ152PS201811090095,기타주차장시설,2897,211,POINT (127.5962868722422 34.97409391097833),127.5962869,34.97409391,주차장,법인,93.0
46230UQ152PS201811090094,기타주차장시설,2397,192,POINT (127.596909671891 34.97412125191013),127.59690970000001,34.97412125,주차장,법인,77.0
46230UQ152PS201811090093,기타주차장시설,1066,127,POINT (127.5943042800454 34.9743228703868),127.5943043,34.97432287,주차장,법인,36.0
46230UQ152PS201811090092,기타주차장시설,946,122,POINT (127.5939874481136 34.9754408457468),127.5939874,34.97544085,주차장,법인,30.0
46230UQ152PS201811090091,기타주차장시설,1149,133,POINT (127.5942939775508 34.97745642521811),127.59429399999999,34.97745643,주차장,법인,38.0
46230UQ152PS201811090090,노외주차장,467,88,POINT (127.6916839527656 34.95554436547447),127.69168400000001,34.95554437,주차장,군유지,16.0
46230UQ152PS201205116980,노외주차장,181,82,POINT (127.7589995938408 34.97152664855414),127.75899960000001,34.97152665,주차장,국유지,8.0
46230UQ152PS201205116979,노외주차장,3363,349,POINT (127.7585807421097 34.97225943373088),127.7585807,34.97225943,주차장,군유지,91.0
46230UQ152PS201205116981,노외주차장,213,93,POINT (127.7592879819141 34.97052145515419),127.75928799999998,34.97052146,주차장,"시, 도유지",9.0
46230UQ152PS201205116982,노외주차장,1464,317,POINT (127.7589821019967 34.96953242261098),127.7589821,34.96953242,주차장,국유지,49.0
46230UQ152PS201205116983,노외주차장,302,101,POINT (127.7584613559918 34.96825941152843),127.7584614,34.96825941,주차장,국유지,12.0
46230UQ152PS201205116984,노외주차장,2513,321,POINT (127.7579740057736 34.96767841725928),127.757974,34.96767842,주차장,국유지,81.0
46230UQ152PS201205116988,노외주차장,808,313,POINT (127.7564876583955 34.96538008418201),127.75648770000001,34.96538008,주차장,개인,30.0
46230UQ152PS201810120218,노외주차장,266,64,POINT (127.6190195933537 35.00639370926244),127.6190196,35.00639371,주차장,,11.0
46230UQ152PS201309010162,기타 주차장시설,4422,262,POINT (127.5869760755616 34.93664674217928),127.5869761,34.93664674,주차장,,94.0
46230UQ152PS201810120215,노외주차장,3559,239,POINT (127.5695070715353 34.96635214383235),127.5695071,34.96635214,주차장,군유지,96.0
46230UQ152PS201810120214,노외주차장,1135,154,POINT (127.6740667235006 34.93819620137251),127.67406670000001,34.93819620000001,주차장,,38.0
46230UQ152PS201810120213,노외주차장,1155,138,POINT (127.6745338581475 34.93695978325079),127.67453390000001,34.93695978,주차장,개인,38.0
46230UQ152PS201810120212,노외주차장,1160,139,POINT (127.6777053453128 34.93850156014913),127.67770530000001,34.93850156,주차장,법인,39.0
46230UQ152PS201810120211,노외주차장,1160,139,POINT (127.6776928196724 34.93694221590584),127.6776928,34.93694222,주차장,,39.0
46230UQ152PS201810120219,노외주차장,143,57,POINT (127.6180916613438 35.0057667430771),127.61809170000001,35.00576674,주차장,,6.0
46230UQ152PS201810120210,노외주차장,820,112,POINT (127.6795238811882 34.93655786275673),127.6795239,34.93655786,주차장,군유지,30.0
46230UQ152PS201810120209,노외주차장,802,110,POINT (127.6731521986682 34.93500326914116),127.67315220000002,34.93500327,주차장,개인,30.0
46230UQ152PS201202010113,노외주차장,5511,414,POINT (127.5649258104885 34.96004664605031),127.5649258,34.96004665,주차장,개인,184.0
46230UQ152PS201202010006,노외주차장,1351,172,POINT (127.5677481657153 34.95844719559106),127.56774820000001,34.9584472,주차장,개인,45.0
46230UQ152PS201202010005,노외주차장,2045,182,POINT (127.5669594241128 34.95727858694691),127.5669594,34.95727859,주차장,개인,66.0
46230UQ152PS201202010095,노외주차장,1176,134,POINT (127.7126306837858 34.94171225338203),127.7126307,34.94171225,주차장,개인,39.0
46230UQ152PS201202010072,노외주차장,1261,142,POINT (127.7109664931523 34.94273289191051),127.7109665,34.94273289,주차장,개인,42.0
46230UQ152PS201202010107,노외주차장,1619,183,POINT (127.7128939155846 34.94452867500196),127.7128939,34.94452868,주차장,개인,54.0
46230UQ152PS201202010108,노외주차장,915,121,POINT (127.7143379328198 34.94512777281204),127.71433789999999,34.94512777,주차장,,29.0
46230UQ152PS201202010114,기타 주차장시설,167,52,POINT (127.5913606522499 34.97560930703001),127.59136070000001,34.97560931,주차장,군유지,7.0
46230UQ152PS201202010082,노외주차장,234,81,POINT (127.5913748865753 34.97610886212322),127.5913749,34.97610886,주차장,군유지,10.0
46230UQ152PS201202010151,노외주차장,852,118,POINT (127.5903567433516 34.97700052566576),127.5903567,34.97700053,주차장,군유지,32.0
46230UQ152PS201202010150,노외주차장,582,111,POINT (127.5872108106219 34.97650003723916),127.5872108,34.97650004,주차장,군유지,20.0
46230UQ152PS201202010149,노외주차장,1750,248,POINT (127.5882168952703 34.97922992034238),127.5882169,34.97922992,주차장,,58.0
46230UQ152PS201202010146,기타 주차장시설,162,57,POINT (127.7249639220386 34.95189983279793),127.72496389999999,34.95189983,주차장,군유지,7.0
46230UQ152PS201205116987,노외주차장,161,64,POINT (127.7567097845035 34.96605149028129),127.7567098,34.96605149,주차장,군유지,7.0
46230UQ152PS201205116986,노외주차장,305,107,POINT (127.757050028593 34.9662784307915),127.75705,34.96627843,주차장,"시, 도유지",12.0
46230UQ152PS201205116985,노외주차장,281,90,POINT (127.7568774488775 34.96628401657789),127.7568774,34.96628402,주차장,개인,12.0
46230UQ152PS201202010154,주차장,1947,195,POINT (127.5902831521969 34.97382893776775),127.59028319999999,34.97382894,주차장,군유지,65.0
46230UQ152PS201202010153,노외주차장,805,127,POINT (127.5899412601061 34.97387051256062),127.58994129999999,34.97387051,주차장,개인,30.0
46230UQ152PS201202010143,기타 주차장시설,1244,144,POINT (127.6665902516217 34.93273694287271),127.6665903,34.93273694,주차장,,41.0
46230UQ152PS201202010139,노외주차장,2657,208,POINT (127.5846080438416 34.97562896258442),127.584608,34.97562896,주차장,군유지,86.0
46230UQ152PS201202010130,노외주차장,1313,142,POINT (127.6984953327121 34.92671326177527),127.6984953,34.92671326,주차장,군유지,44.0
