area,lon,lat,geometry,category,주차면수,소유주체
896.81,127.6856324,34.94466906,POINT (127.6856323794969 34.9446690592377),주거,121,
896.81,127.6855922,34.94626325,POINT (127.6855921885959 34.94626324651153),주거,121,
896.81,127.6860997,34.94646054,POINT (127.6860997128168 34.94646054261438),주거,121,
495.4436,127.6872601,34.95084115,POINT (127.6872600504715 34.95084115292855),주거,121,
743.1654,127.6877226,34.95130647,POINT (127.6877225688105 34.95130646547316),주거,121,
743.1654,127.687728,34.95195496,POINT (127.6877279734604 34.95195495905947),주거,121,
247.7218,127.68771140000001,34.95056359,POINT (127.6877113902532 34.95056359260204),주거,121,
487.3436,127.6873751,34.95029459,POINT (127.68737514244 34.95029458792143),주거,121,
617.2652,127.6908382,34.95134384,POINT (127.6908381535286 34.95134384266134),주거,79,
617.2652,127.69154040000001,34.95178028,POINT (127.6915404287732 34.95178028203335),주거,79,
617.2652,127.69084699999999,34.95185144,POINT (127.6908470219078 34.95185144228167),주거,79,
609.3652,127.6916057,34.95227779,POINT (127.6916056951842 34.95227778813231),주거,79,
609.3652,127.6908165,34.95228161,POINT (127.6908164642113 34.9522816119588),주거,79,
617.2652,127.6915328,34.9512764,POINT (127.6915327641244 34.95127640009454),주거,79,
979.76,127.69289599999999,34.93610686,POINT (127.6928960055414 34.93610685937502),주거,143,
734.82,127.6940352,34.93659134,POINT (127.694035190142 34.93659133818645),주거,143,
979.76,127.69293629999999,34.93708521,POINT (127.6929362993179 34.93708520799831),주거,143,
734.82,127.6940426,34.93756805,POINT (127.6940425975032 34.93756805440964),주거,143,
979.76,127.69294070000001,34.93757456,POINT (127.6929406777838 34.93757455552718),주거,143,
734.82,127.6940428,34.93707998,POINT (127.6940427652538 34.93707997673165),주거,143,
979.76,127.6929382,34.93659826,POINT (127.6929381681903 34.93659826396944),주거,143,
734.82,127.69403030000001,34.93620070000001,POINT (127.6940303489015 34.93620070470815),주거,143,
549.006,127.6905264,34.93506199,POINT (127.6905264028491 34.93506199059608),주거,125,
768.916,127.690772,34.93420354,POINT (127.6907720190043 34.93420354215777),주거,125,
776.43,127.68947549999999,34.93417862,POINT (127.6894754870194 34.93417861617642),주거,125,
594.006,127.6897667,34.9349626,POINT (127.6897666619448 34.93496260240271),주거,125,
396.004,127.68935549999999,34.93473796,POINT (127.689355494899 34.93473796248693),주거,125,
385.204,127.68967260000001,34.93450072,POINT (127.6896725610182 34.93450072284996),주거,125,
408.54400000000004,127.68937690000001,34.93523125,POINT (127.6893768529762 34.93523125006508),주거,125,
594.006,127.6897757,34.93556854,POINT (127.6897757139454 34.93556854480642),주거,125,
385.82599999999996,127.6902085,34.93414735,POINT (127.6902084778719 34.93414735074668),주거,125,
396.004,127.6905159,34.93455411,POINT (127.6905158554588 34.93455411113207),주거,125,
396.004,127.69087160000001,34.93476308,POINT (127.6908715944995 34.9347630798129),주거,125,
594.006,127.690614,34.93557414,POINT (127.6906139698631 34.93557413860465),주거,125,
1369.255,127.6904131,34.93342495,POINT (127.6904130632412 34.93342495323793),주거,374,
520.6,127.6905122,34.93150312,POINT (127.6905122003753 34.93150311986673),주거,374,
818.51,127.69105520000001,34.93149507,POINT (127.691055155939 34.93149507151906),주거,374,
1187.39,127.69037309999999,34.93198398,POINT (127.690373134792 34.93198397969672),주거,374,
1187.39,127.69117340000001,34.93197479,POINT (127.6911734064859 34.93197479131182),주거,374,
1369.225,127.68958909999998,34.93341614,POINT (127.6895890650204 34.93341614357566),주거,374,
1039.75,127.6918445,34.93209184,POINT (127.691844528007 34.93209183581106),주거,374,
1119.67,127.6920385,34.93148452,POINT (127.6920385489992 34.93148451818898),주거,374,
769.81,127.692651,34.93184377,POINT (127.6926509589377 34.93184377245775),주거,374,
699.63,127.6926514,34.93117296,POINT (127.6926513640692 34.93117295568594),주거,374,
600.52,127.6897771,34.93145374,POINT (127.6897771303308 34.93145374092558),주거,374,
738.59,127.6910914,34.93267588,POINT (127.6910914487244 34.93267588137533),주거,374,
1099.71,127.69038020000002,34.93273321,POINT (127.6903802311019 34.9327332112538),주거,374,
1187.39,127.68955120000001,34.93198836,POINT (127.6895512432912 34.93198836053286),주거,374,
1099.71,127.68957140000002,34.932735,POINT (127.6895713762793 34.93273499904704),주거,374,
4159.57,127.6968398,34.93528776,POINT (127.6968397693925 34.93528776338451),주거,173,
4159.57,127.69697279999998,34.93405882,POINT (127.6969727512222 34.9340588204107),주거,173,
4159.57,127.6968635,34.93444926,POINT (127.6968634601392 34.93444925641219),주거,173,
4159.57,127.69686329999999,34.93486635,POINT (127.6968633116848 34.93486635468376),주거,173,
956.47,127.6957253,34.93406098,POINT (127.6957253249094 34.93406097527384),주거,165,
951.07,127.6957551,34.93527445,POINT (127.6957551189832 34.93527444806881),주거,165,
956.47,127.695669,34.93441359,POINT (127.6956690209506 34.93441358800866),주거,165,
875.0880000000001,127.69578659999999,34.93485624,POINT (127.6957866403082 34.93485623585194),주거,165,
730.56,127.6966774,34.9323671,POINT (127.6966773998674 34.93236709587459),주거,231,
557.46,127.69672369999999,34.93336649,POINT (127.6967237249868 34.93336648565472),주거,231,
642.09,127.6974155,34.93346681,POINT (127.6974155355784 34.93346680923373),주거,231,
857.01,127.69745320000001,34.93297233,POINT (127.6974531975118 34.93297232648281),주거,231,
857.01,127.6974051,34.93236779,POINT (127.6974051316962 34.93236779387182),주거,231,
489.36,127.69670090000001,34.93289962,POINT (127.6967008847488 34.93289962029156),주거,231,
771.66,127.6952986,34.93234632,POINT (127.695298556867 34.93234632263798),주거,231,
771.66,127.69597009999998,34.93234582,POINT (127.6959701255688 34.93234581751054),주거,231,
494.08,127.693482,34.93204487,POINT (127.6934819704059 34.93204487144975),주거,107,
741.12,127.6935477,34.93091939999999,POINT (127.6935476945156 34.93091940274338),주거,107,
494.08,127.6934787,34.93149919,POINT (127.6934786791401 34.93149918876216),주거,107,
494.08,127.69380729999999,34.9318148,POINT (127.6938073020725 34.93181479640045),주거,107,
464.08,127.6938014,34.93126144,POINT (127.6938014236061 34.93126143653455),주거,107,
1055.4247,127.6963367,34.94617411,POINT (127.696336716764 34.94617410707279),주거,75,
252.104,127.69678459999999,34.94710708,POINT (127.6967845575531 34.94710708251544),주거,75,
668.5819,127.6965468,34.94663244,POINT (127.6965468441593 34.94663244244352),주거,75,
326.84,127.6865513,34.95540367,POINT (127.6865513469653 34.95540367387131),주거,78,
326.84,127.6877924,34.9553961,POINT (127.6877924480798 34.95539610074105),주거,78,
423.64,127.68697140000002,34.95501399,POINT (127.6869714304046 34.95501399144044),주거,78,
616.58,127.687729,34.95500696,POINT (127.687729015762 34.95500696416065),주거,78,
423.64,127.6863696,34.95501708,POINT (127.6863696456324 34.95501708105983),주거,78,
326.84,127.6871685,34.95540063,POINT (127.6871684597413 34.95540063321535),주거,78,
192.94,127.6879736,34.95569482,POINT (127.6879736445899 34.95569482128421),주거,78,
192.94,127.68636129999999,34.95570656,POINT (127.6863613243524 34.95570656224194),주거,78,
385.88,127.68685790000002,34.95570328,POINT (127.6868579150219 34.95570327872953),주거,78,
385.88,127.6874761,34.95569913,POINT (127.687476070969 34.95569912676658),주거,78,
466.014,127.6888672,34.95624322,POINT (127.6888671505801 34.95624322422554),주거,122,
520.817,127.68951499999999,34.9565979,POINT (127.6895150053171 34.95659789883098),주거,122,
410.496,127.6901182,34.9564391,POINT (127.6901181933401 34.95643909969765),주거,122,
548.9564,127.69076159999999,34.95647214,POINT (127.6907616465176 34.95647213817483),주거,88,
534.4996,127.69121750000001,34.95644365,POINT (127.6912174986065 34.95644365418848),주거,88,
534.4707,127.69180779999999,34.95618997,POINT (127.6918077635262 34.95618996769864),주거,88,
534.4707,127.69220890000001,34.95588988,POINT (127.6922089086676 34.95588987834702),주거,88,
534.4707,127.69220890000001,34.95588988,POINT (127.6922089086676 34.95588987834702),주거,88,
534.4707,127.69250530000001,34.95559902,POINT (127.6925052840138 34.95559901608105),주거,88,
534.4707,127.69280690000001,34.95531244,POINT (127.6928069351327 34.9553124405878),주거,88,
810.878,127.69260009999999,34.95390892,POINT (127.6926001191521 34.95390892137153),주거,131,
1397.66,127.69133319999999,34.95407791,POINT (127.6913331822942 34.95407790553822),주거,146,
838.43,127.6909642,34.9536873,POINT (127.6909641619116 34.95368729747401),주거,146,
558.95,127.69008999999998,34.95407557,POINT (127.6900900305762 34.95407556988201),주거,52,
558.95,127.6900675,34.95371093,POINT (127.6900674783769 34.95371093426984),주거,52,
268.13,127.68967040000001,34.95387836,POINT (127.6896704218486 34.95387836077848),주거,52,
546.4105,127.68895459999999,34.95369886,POINT (127.6889545793001 34.95369885866558),주거,101,
275.16200000000003,127.6899992,34.9531081,POINT (127.6899991852054 34.95310810146498),주거,101,
546.4105,127.6899763,34.95275667,POINT (127.689976295307 34.95275666988963),주거,101,
550.3240000000001,127.6894736,34.95276609,POINT (127.6894735564476 34.95276609086004),주거,101,
822.0281,127.6888074,34.95280272,POINT (127.6888074260963 34.95280271680971),주거,101,
550.3240000000001,127.68885049999999,34.95318689,POINT (127.6888505387848 34.95318689282329),주거,101,
443.04,127.71386969999999,34.96496938,POINT (127.7138697024048 34.96496938058888),주거,48,
332.28,127.71374109999998,34.96559893,POINT (127.7137411425242 34.96559893387568),주거,48,
332.28,127.71351609999998,34.96532168,POINT (127.713516078609 34.96532167567459),주거,48,
443.04,127.71403059999999,34.96523369,POINT (127.7140306238533 34.96523369160882),주거,48,
677.43,127.7139892,34.96652697,POINT (127.7139891828418 34.96652696965042),주거,132,
617.562,127.7147992,34.96630515,POINT (127.7147992250046 34.96630514881905),주거,132,
557.696,127.71536,34.96638753,POINT (127.7153599683304 34.96638752952746),주거,132,
797.16,127.71486399999999,34.96578821,POINT (127.7148640213741 34.96578820650079),주거,132,
557.696,127.71522639999999,34.9668245,POINT (127.7152263759606 34.96682450419068),주거,132,
797.16,127.7143801,34.96640274,POINT (127.7143801339741 34.9664027419469),주거,132,
671.562,127.71578819999999,34.96690801,POINT (127.7157882237477 34.96690800638741),주거,132,
571.87,127.71498729999999,34.96525495,POINT (127.7149872759204 34.96525494945357),주거,90,
381.25,127.71531110000001,34.96565799,POINT (127.7153110850249 34.96565799274557),주거,90,
762.5,127.7162358,34.96678826,POINT (127.7162357515781 34.9667882563489),주거,90,
632.78,127.7153067,34.96494172,POINT (127.7153067135922 34.96494172335034),주거,90,
632.78,127.7156689,34.96471614,POINT (127.7156688656954 34.9647161386562),주거,90,
571.87,127.71616000000002,34.96608329,POINT (127.7161600075244 34.96608329345062),주거,90,
632.78,127.716627,34.96656187,POINT (127.7166269929105 34.96656187222548),주거,90,
632.78,127.71610090000001,34.96524771,POINT (127.7161009233632 34.96524770759755),주거,90,
421.86,127.71664390000001,34.96596481,POINT (127.71664391197 34.96596481155927),주거,90,
421.86,127.7169818,34.966325899999994,POINT (127.71698175162 34.96632589751662),주거,90,
632.78,127.71573799999999,34.96547138,POINT (127.715738020717 34.96547138283044),주거,90,
1572.09,127.71757859999998,34.96685413,POINT (127.7175786450442 34.96685412615366),주거,5,
1045.05,127.7182443,34.96708281,POINT (127.7182443176465 34.9670828092214),주거,5,
471.96,127.7190114,34.96681094,POINT (127.719011403028 34.96681093926226),주거,5,
475.92,127.71885420000001,34.96659594,POINT (127.7188541717719 34.9665959408096),주거,5,
471.96,127.71938870000001,34.9663251,POINT (127.7193886716837 34.96632510207469),주거,5,
475.92,127.71868870000002,34.96640174,POINT (127.7186887461387 34.96640173621195),주거,5,
462.96,127.71922450000001,34.96612012,POINT (127.7192245153575 34.96612012166506),주거,5,
416.61,127.71853519999999,34.96620423,POINT (127.7185352179285 34.96620423284638),주거,5,
416.61,127.71904369999999,34.96592811,POINT (127.719043718675 34.96592811107278),주거,5,
462.96,127.7195574,34.96652586,POINT (127.7195574409643 34.96652585923869),주거,5,
455.4,127.71998640000001,34.96630336,POINT (127.7199864496912 34.96630336065228),주거,54,
307.36,127.71989040000001,34.96546145,POINT (127.7198903558753 34.96546145178631),주거,54,
364.32,127.7196173,34.96584311,POINT (127.7196173036106 34.96584311145983),주거,54,
361.2,127.72023270000001,34.9658942,POINT (127.7202326757283 34.96589420488972),주거,54,
364.32,127.7203693,34.96565846,POINT (127.7203692657933 34.96565846118246),주거,54,
525.3,127.72027709999999,34.96528149,POINT (127.7202771284735 34.96528149127687),주거,54,
370.71,127.72010039999999,34.9649306,POINT (127.720100369121 34.96493059709637),주거,42,
370.71,127.72067450000002,34.96514457,POINT (127.7206744975532 34.96514456540582),주거,42,
370.71,127.72091100000002,34.96471234,POINT (127.7209110411733 34.96471234248651),주거,42,
249.24,127.72027320000001,34.96472577,POINT (127.7202731610815 34.96472577167869),주거,42,
276.48,127.72040430000001,34.96444286,POINT (127.7204042958293 34.96444285850821),주거,42,
370.71,127.7210787,34.96440942,POINT (127.7210786733734 34.96440941621658),주거,42,
370.71,127.72079450000001,34.96492101,POINT (127.7207945032002 34.96492100864074),주거,42,
713.88,127.7415952,34.9433935,POINT (127.7415951620133 34.94339349505121),주거,73,
649.8,127.741671,34.94318908,POINT (127.7416709853397 34.94318908456366),주거,73,
475.92,127.7416963,34.94296294,POINT (127.7416963290244 34.94296294385119),주거,73,
779.76,127.74154229999999,34.94360751,POINT (127.7415422688979 34.9436075146574),주거,73,
779.76,127.74141159999999,34.94379328,POINT (127.7414116115466 34.94379327924252),주거,73,
485.58,127.7220457,34.93661537,POINT (127.722045704544 34.93661536767345),주거,35,
494.26,127.72226840000002,34.93704446,POINT (127.7222684346026 34.93704445603905),주거,35,
512.22,127.7213378,34.93707026,POINT (127.7213377826821 34.93707026081589),주거,35,
487.66,127.7212869,34.93666745,POINT (127.7212869096682 34.93666745046144),주거,35,
485.58,127.72037949999999,34.93615913,POINT (127.7203795459999 34.9361591250079),주거,35,
494.26,127.72045870000001,34.93657466,POINT (127.7204586663179 34.93657465791546),주거,35,
485.58,127.71949380000001,34.93638738,POINT (127.7194937860196 34.93638737971789),주거,35,
475.96,127.71867350000001,34.9363095,POINT (127.7186734687513 34.93630950106567),주거,35,
485.58,127.7194827,34.93561001,POINT (127.7194826863603 34.93561000952995),주거,35,
493.86,127.7187655,34.93674683,POINT (127.7187655015984 34.9367468290593),주거,35,
493.86,127.7187688,34.93595741,POINT (127.7187687546251 34.93595741149252),주거,35,
475.96,127.71866259999999,34.93552347,POINT (127.7186626153985 34.9355234714219),주거,35,
495.22,127.7197078,34.93607532,POINT (127.7197078050424 34.93607531686209),주거,35,
495.22,127.7195695,34.93684858,POINT (127.7195694501443 34.93684858151359),주거,35,
487.66,127.7202547,34.93690429,POINT (127.7202546731715 34.93690428896887),주거,35,
487.66,127.7212269,34.93741357,POINT (127.7212269180543 34.9374135748759),주거,35,
485.58,127.72205500000001,34.9373581,POINT (127.7220549966745 34.93735809763294),주거,35,
655.5,127.71755659999998,34.93536745,POINT (127.717556630258 34.93536744572736),주거,102,
643.05,127.71666359999999,34.93582804,POINT (127.7166636332826 34.93582804275583),주거,102,
631.08,127.7176513,34.93602451,POINT (127.7176512738279 34.93602451220534),주거,102,
573.94,127.71752269999999,34.93306413,POINT (127.7175227186827 34.93306412570026),주거,102,
378.86,127.7168551,34.93285258,POINT (127.7168551451281 34.93285258242914),주거,102,
573.94,127.71646229999999,34.933425,POINT (127.7164622901088 34.93342499608378),주거,102,
372.64,127.71736340000001,34.93366333,POINT (127.7173634277353 34.93366332902178),주거,102,
413.81,127.71687450000002,34.93396108,POINT (127.7168745000697 34.93396107612531),주거,102,
655.5,127.71655430000001,34.93453547,POINT (127.7165543319885 34.9345354733122),주거,102,
643.77,127.7176132,34.93419627,POINT (127.7176131532331 34.93419626685576),주거,102,
413.81,127.7175355,34.93472224,POINT (127.7175355208245 34.93472224075294),주거,102,
643.77,127.7165983,34.93515072,POINT (127.7165983133326 34.93515071712764),주거,102,
324.44,127.72843600000002,34.93916387,POINT (127.7284359709755 34.93916387207499),주거,35,
326.92,127.72832700000001,34.93865023,POINT (127.7283270365944 34.93865023126912),주거,35,
324.44,127.72812350000001,34.93895211,POINT (127.7281235035425 34.93895211396157),주거,35,
352.38,127.73086229999998,34.9368161,POINT (127.7308623203377 34.93681610039032),주거,35,
352.38,127.73096229999999,34.93605425,POINT (127.7309623290275 34.93605425059359),주거,35,
352.38,127.73105349999999,34.93648952,POINT (127.731053549502 34.93648951753307),주거,35,
352.35,127.7305416,34.93748083,POINT (127.7305416223338 34.93748082650394),주거,35,
352.35,127.7307348,34.93715413,POINT (127.7307348192335 34.93715412906461),주거,35,
438.39,127.73014920000001,34.93812624,POINT (127.730149212047 34.93812624140812),주거,35,
421.2,127.7303487,34.93780815,POINT (127.7303486733318 34.93780815447908),주거,35,
326.92,127.7296821,34.93839451,POINT (127.7296821038809 34.93839451192816),주거,35,
490.38,127.7291797,34.93868691,POINT (127.7291797073788 34.93868691151572),주거,35,
486.66,127.7300054,34.93859791,POINT (127.7300053553226 34.93859791200055),주거,35,
486.66,127.7292926,34.93898901,POINT (127.7292926493247 34.93898900506246),주거,35,
352.02,127.7338773,34.939653,POINT (127.7338772627858 34.93965300332864),주거,34,
234.68,127.73441170000001,34.9394592,POINT (127.7344116893229 34.93945919894765),주거,34,
352.02,127.73445190000001,34.93868258,POINT (127.7344519474064 34.93868257714545),주거,34,
352.02,127.73427099999999,34.93899061,POINT (127.7342709772374 34.93899061412683),주거,34,
234.68,127.7338707,34.93924229,POINT (127.7338707078454 34.93924229217961),주거,34,
345.6,127.7337571,34.94306062,POINT (127.7337570820225 34.94306061553684),주거,34,
351.98,127.7341697,34.94278166,POINT (127.7341696845688 34.94278166117989),주거,34,
351.98,127.73397479999998,34.94223219,POINT (127.7339747705393 34.94223218721037),주거,34,
351.98,127.7335158,34.94324242,POINT (127.7335158245524 34.94324242041374),주거,34,
351.98,127.733379,34.94346589,POINT (127.7333790042631 34.94346588728538),주거,34,
351.98,127.7334294,34.94272418,POINT (127.7334294405611 34.94272417592626),주거,34,
351.98,127.7341082,34.94200899,POINT (127.7341082037238 34.9420089895241),주거,34,
351.98,127.7338321,34.94245485,POINT (127.7338321006289 34.94245484592572),주거,34,
326.92,127.7326744,34.94124751,POINT (127.7326744077069 34.94124751482651),주거,34,
352.02,127.73368070000001,34.94125911,POINT (127.7336806702347 34.94125910855943),주거,34,
326.92,127.73281709999999,34.94160217,POINT (127.7328170570499 34.94160217266634),주거,34,
326.92,127.7332574,34.94178025,POINT (127.7332574324085 34.94178024608438),주거,34,
352.02,127.73386200000002,34.94095107,POINT (127.7338619584613 34.94095106829903),주거,34,
234.68,127.73389569999999,34.94048336,POINT (127.7338956832751 34.9404833619155),주거,34,
234.68,127.7332368,34.94030144,POINT (127.7332368095806 34.94030144267139),주거,34,
352.02,127.73324879999998,34.94070326,POINT (127.7332488469989 34.94070325842273),주거,34,
352.02,127.7336481,34.94003671,POINT (127.7336480779245 34.94003671172943),주거,34,
352.02,127.7330666,34.9410107,POINT (127.7330665935815 34.94101070338694),주거,34,
352.02,127.7330666,34.9410107,POINT (127.7330665935815 34.94101070338694),주거,34,
326.92,127.73367420000001,34.94165442,POINT (127.733674245801 34.94165442203304),주거,34,
552.78,127.7197071,34.93775867,POINT (127.7197070645169 34.93775866633431),주거,38,
550.53,127.72039679999999,34.93822289,POINT (127.7203968250372 34.93822289287746),주거,38,
552.78,127.72102520000001,34.93832214,POINT (127.7210252204712 34.9383221364155),주거,38,
550.53,127.72139080000001,34.93823472,POINT (127.7213907768063 34.9382347160216),주거,38,
555.54,127.72114479999999,34.9387863,POINT (127.7211448090711 34.93878629590223),주거,38,
552.78,127.7207719,34.93886933,POINT (127.7207719436222 34.93886933259223),주거,38,
552.78,127.7194545,34.93852858,POINT (127.7194544911269 34.93852857938396),주거,38,
552.78,127.7188473,34.93879726,POINT (127.7188473214153 34.93879726303122),주거,38,
552.78,127.72001370000001,34.93828064,POINT (127.7200137454636 34.93828063670897),주거,38,
555.54,127.7198493,34.93853608,POINT (127.7198492560091 34.9385360756392),주거,38,
555.54,127.7192403,34.93877491,POINT (127.7192403231619 34.93877491377361),주거,38,
550.53,127.72012620000001,34.93771247,POINT (127.7201261596598 34.93771247112522),주거,38,
516.58,127.7180793,34.93942382,POINT (127.7180793097308 34.93942381552321),주거,94,
375.464,127.7182584,34.93899335,POINT (127.7182583578928 34.93899335190262),주거,94,
375.464,127.71876940000001,34.93945029,POINT (127.7187694029956 34.93945028882607),주거,94,
391.78,127.5912554,34.98183372,POINT (127.5912554352556 34.98183371701694),주거,54,
13.69,127.5910696,34.98159743,POINT (127.5910696144576 34.98159742804332),주거,54,
397.14,127.59044180000001,34.98164359,POINT (127.5904417682997 34.9816435906172),주거,41,
583.86,127.58449850000001,34.98438111,POINT (127.5844984812813 34.98438110800125),주거,140,
802.6,127.58490390000001,34.98385731,POINT (127.5849039084962 34.98385730735189),주거,140,
250.97799999999998,127.5795457,34.98495481,POINT (127.5795457020556 34.98495480678471),주거,95,
391.11400000000003,127.57894920000001,34.98412087,POINT (127.5789491940706 34.98412086821408),주거,95,
460.70099999999996,127.5785959,34.98363842,POINT (127.5785959294449 34.98363842072447),주거,95,
391.11400000000003,127.57960770000001,34.98396345,POINT (127.5796077301236 34.98396344780581),주거,95,
460.70099999999996,127.57954679999999,34.98445854,POINT (127.5795468346379 34.98445854111853),주거,95,
460.70099999999996,127.5782582,34.98323536,POINT (127.5782582362121 34.98323536281804),주거,95,
313.443,127.57844579999998,34.98252453,POINT (127.5784458204748 34.98252453271819),주거,95,
335.355,127.5791176,34.98333831,POINT (127.5791175859415 34.98333831372221),주거,95,
335.355,127.5787785,34.9829352,POINT (127.5787785245595 34.98293519722499),주거,95,
460.70099999999996,127.5779165,34.98283037,POINT (127.5779165172087 34.98283037224127),주거,95,
221.9632,127.5750193,34.97615134,POINT (127.5750192765739 34.97615134317144),주거,87,
1214.431,127.5750576,34.975034,POINT (127.5750576163648 34.97503399919213),주거,143,
1030.788,127.5756159,34.97542484,POINT (127.5756158982537 34.9754248357002),주거,143,
1027.988,127.57619309999998,34.9748186,POINT (127.5761930618489 34.97481860086213),주거,143,
709.633,127.5756672,34.9744409,POINT (127.5756671741942 34.97444090360717),주거,143,
323.954,127.5753236,34.97473763,POINT (127.5753236362126 34.97473763495476),주거,143,
406.68,127.58683959999999,34.97829852,POINT (127.5868395591714 34.97829851664071),주거,68,
364.32,127.58425290000001,34.98349111,POINT (127.5842529162651 34.98349111242278),주거,46,
420.0,127.5823793,34.98211426,POINT (127.582379313052 34.98211426136499),주거,46,
312.84,127.5818059,34.98179014,POINT (127.5818058915262 34.9817901407871),주거,46,
312.84,127.5819291,34.98155901,POINT (127.5819291453765 34.98155901210519),주거,46,
489.16,127.58335420000002,34.98350975,POINT (127.5833542485975 34.98350975290156),주거,46,
361.2,127.58414429999999,34.98372174,POINT (127.5841443093289 34.98372173558464),주거,46,
315.0,127.58206000000001,34.98132923,POINT (127.5820600150625 34.98132922959947),주거,46,
336.84,127.5841436,34.98236477,POINT (127.5841435800251 34.98236476656106),주거,46,
455.4,127.5834618,34.98329415,POINT (127.5834618175218 34.98329415214142),주거,46,
366.87,127.5814043,34.98254762,POINT (127.5814043356789 34.98254761530023),주거,46,
369.39,127.5817164,34.98331252,POINT (127.5817164234189 34.9833125231886),주거,46,
451.2,127.5829483,34.98260327,POINT (127.5829482832695 34.98260326638735),주거,46,
423.95,127.5846544,34.98170267,POINT (127.584654448614 34.98170267193539),주거,46,
369.39,127.5810034,34.98326486,POINT (127.5810034046113 34.98326485758091),주거,46,
366.87,127.5818428,34.98308688,POINT (127.5818427961056 34.98308687948447),주거,46,
369.39,127.58196720000001,34.98286808,POINT (127.581967225313 34.98286808313575),주거,46,
366.87,127.5811419,34.98301465,POINT (127.5811419317646 34.983014647422),주거,46,
451.2,127.58333640000001,34.98191472,POINT (127.5833364141723 34.98191471640921),주거,46,
451.2,127.5832053,34.98214768,POINT (127.5832053028175 34.9821476782117),주거,46,
360.96,127.58313600000001,34.98239372,POINT (127.5831359779548 34.98239371756343),주거,46,
366.87,127.58210009999999,34.98263213,POINT (127.5821001403093 34.98263212729262),주거,46,
369.39,127.581272,34.98279014,POINT (127.5812720029396 34.98279014040892),주거,46,
