,area,주차면수,lon,lat,geometry,category,소유주체,급속/완속,완속충전기_설치가능여부,인구분포,자동차등록현황,administration,전기차증가량
50,852.0,25.0,127.59037479999999,34.97701647,POINT (127.5903748 34.97701647),주차장,1,,0.0,-0.05411918327802791,-0.2426512065709817,광양읍,1.262406698247633
51,6190.0,201.0,127.6946729,34.94203773,POINT (127.6946729 34.94203773),주차장,1,,1.0,0.36175467355133556,0.4288243818333805,중마동,-0.16223444414195465
52,1705.0,65.0,127.68773229999998,34.94305392,POINT (127.6877323 34.94305392),주차장,1,,1.0,0.2051373355636041,0.279610592696709,중마동,-0.16223444414195465
53,2228.0,100.0,127.69706699999999,34.94068031,POINT (127.697067 34.94068031),주차장,1,,1.0,0.4675691992322689,0.5282361338362316,중마동,-0.16223444414195465
54,1761.0,68.0,127.68877379999999,34.94984465,POINT (127.6887738 34.94984465),주차장,1,,1.0,0.005612931377850929,0.08812341206227674,중마동,-0.16223444414195465
55,1448.0,55.0,127.70026840000001,34.9393761,POINT (127.7002684 34.9393761),주차장,1,,1.0,0.5991735924384538,0.6487443140506731,중마동,-0.16223444414195465
56,964.0,38.0,127.6968827,34.93059282,POINT (127.6968827 34.93059282),주차장,1,,0.0,0.8486206553080842,0.8896170963303494,중마동,-0.16223444414195465
57,862.0,34.0,127.6988915,34.93091425,POINT (127.6988915 34.93091425),주차장,1,,0.0,0.8899954875285401,0.9264878531999561,중마동,-0.16223444414195465
58,2350.0,47.0,127.71004270000002,34.95554343,POINT (127.7100427 34.95554343),주차장,1,,0.0,0.3650957645625951,0.42436933547938005,중마동,-0.16223444414195465
59,1850.0,74.0,127.69287320000001,34.93460952,POINT (127.6928732 34.93460952),주차장,1,,1.0,0.5937915358637414,0.6547364263380899,중마동,-0.16223444414195465
60,1500.0,59.0,127.6959422,34.93915947,POINT (127.6959422 34.93915947),주차장,1,,1.0,0.4943288601205092,0.5565320453391243,중마동,-0.16223444414195465
61,1225.0,80.0,127.69899109999999,34.9409544,POINT (127.6989911 34.9409544),주차장,1,,1.0,0.5084452016730391,0.5651394675269401,중마동,-0.16223444414195465
62,410.0,13.0,127.6957435,34.94604571,POINT (127.6957435 34.94604571),주차장,1,,0.0,0.24972098205396384,0.32393068144448406,중마동,-0.16223444414195465
63,876.0,90.0,127.68512209999999,34.94569948,POINT (127.6851221 34.94569948),주차장,1,,1.0,0.07945105554824929,0.15954601023006984,중마동,-0.16223444414195465
64,3400.0,130.0,127.696358,34.9260025,POINT (127.696358 34.9260025),주차장,1,,1.0,1.0438270891918193,1.0723180691525183,중마동,-0.16223444414195465
65,1883.0,68.0,127.6893126,34.95050872,POINT (127.6893126 34.95050872),주차장,1,,1.0,-0.006613625516610776,0.07676391953287963,중마동,-0.16223444414195465
66,5514.0,157.0,127.68961159999999,34.93634835,POINT (127.6896116 34.93634835),주차장,1,,1.0,0.4644251367745766,0.533104180761968,중마동,-0.16223444414195465
67,1510.0,45.0,127.7185594,34.94962444,POINT (127.7185594 34.94962444),주차장,1,,0.0,0.5177130473772227,0.5479025837470418,중마동,-0.16223444414195465
68,3908.0,163.0,127.7002524,34.94020098,POINT (127.7002524 34.94020098),주차장,1,,1.0,0.5702256716526836,0.6228221117228223,중마동,-0.16223444414195465
69,2500.0,100.0,127.6939107,34.93565942,POINT (127.6939107 34.93565942),주차장,1,,1.0,0.5763512355782882,0.6372955247598695,중마동,-0.16223444414195465
70,20700.0,450.0,127.68574029999999,34.94053829,POINT (127.6857403 34.94053829),주차장,2,,1.0,0.2591086401082452,0.3317958672152348,중마동,-0.16223444414195465
71,654.0,16.0,127.6868986,34.94919151,POINT (127.6868986 34.94919151),주차장,1,,0.0,-0.0024734926655921585,0.07973559902462829,중마동,-0.16223444414195465
72,2206.0,58.0,127.69006029999998,34.93684137,POINT (127.6900603 34.93684137),주차장,1,,1.0,0.45477579849369154,0.5226130485225942,중마동,-0.16223444414195465
73,1695.0,61.0,127.6897749,34.93306421,POINT (127.6897749 34.93306421),주차장,2,,1.0,0.5942751684448635,0.6550941077272091,중마동,-0.16223444414195465
74,1733.0,48.0,127.71334499999999,34.94603681,POINT (127.713345 34.94603681),주차장,0,,0.0,0.6572355248684214,0.6798167006052408,중마동,-0.16223444414195465
75,1171.0,86.0,127.6993505,34.9341395,POINT (127.6993505 34.9341395),주차장,2,,1.0,0.7641273259704116,0.8108055448989362,중마동,-0.16223444414195465
76,2293.0,56.0,127.6993219,34.93509112,POINT (127.6993219 34.93509112),주차장,1,,1.0,0.7286741371075334,0.7767545265821518,중마동,-0.16223444414195465
77,221.0,7.0,127.69504170000002,34.93165217,POINT (127.6950417 34.93165217),주차장,1,,0.0,0.761124957810475,0.8068897577060061,중마동,-0.16223444414195465
78,3745.0,85.0,127.6867304,34.94667742,POINT (127.6867304 34.94667742),주차장,0,,1.0,0.07114856865838017,0.15358373545773232,중마동,-0.16223444414195465
79,2240.0,63.0,127.68539390000001,34.94393844,POINT (127.6853939 34.94393844),주차장,1,,1.0,0.13962952707249107,0.21714794311668847,중마동,-0.16223444414195465
80,230.0,9.0,127.6906065,34.93811528,POINT (127.6906065 34.93811528),주차장,1,,0.0,0.42138482469542865,0.48841003539692374,중마동,-0.16223444414195465
81,211.0,7.0,127.695297,34.93141276,POINT (127.695297 34.93141276),주차장,1,,0.0,0.7742941456791992,0.8222509359598933,중마동,-0.16223444414195465
82,326.0,15.0,127.69000109999999,34.95511925,POINT (127.6900011 34.95511925),주차장,1,,0.0,-0.12100069211352385,-0.03212541751992263,중마동,-0.16223444414195465
83,431.0,17.0,127.69184969999999,34.95534143,POINT (127.6918497 34.95534143),주차장,1,,0.0,-0.0988057698585117,-0.011975079568232211,중마동,-0.16223444414195465
84,719.0,19.0,127.6897749,34.93306421,POINT (127.6897749 34.93306421),주차장,2,,0.0,0.5942751684448635,0.6550941077272091,중마동,-0.16223444414195465
85,237.0,8.0,127.6970676,34.93814411,POINT (127.6970676 34.93814411),주차장,1,,0.0,0.560260567825612,0.6194670125957599,중마동,-0.16223444414195465
86,1183.0,34.0,127.6990993,34.942505,POINT (127.6990993 34.942505),주차장,1,,0.0,0.4527668067077555,0.5147570691450374,중마동,-0.16223444414195465
87,209.0,7.0,127.6885213,34.94187598,POINT (127.6885213 34.94187598),주차장,1,,0.0,0.2577741317076797,0.3308289282027395,중마동,-0.16223444414195465
88,211.0,8.0,127.6887595,34.94285495,POINT (127.6887595 34.94285495),주차장,1,,0.0,0.22935645421860568,0.30194591190457626,중마동,-0.16223444414195465
89,621.0,23.0,127.69349199999999,34.93800771,POINT (127.693492 34.93800771),주차장,1,,0.0,0.479847835218335,0.5461471567662781,중마동,-0.16223444414195465
90,1450.0,38.0,127.6974889,34.94770602,POINT (127.6974889 34.94770602),주차장,1,,0.0,0.23614623443001098,0.3108124963748866,중마동,-0.16223444414195465
91,547.0,19.0,127.6970083,34.94219537,POINT (127.6970083 34.94219537),주차장,1,,0.0,0.410381820996354,0.47348098176652004,중마동,-0.16223444414195465
92,530.0,18.0,127.68316090000002,34.93816373,POINT (127.6831609 34.93816373),주차장,1,,0.0,0.3035061336041861,0.37427924561299325,골약동,-1.2900753485337115
93,2363.0,80.0,127.6578975,34.90943319,POINT (127.6578975 34.90943319),주차장,1,,1.0,1.7624761108440534,1.767251037070406,골약동,-1.2900753485337115
94,5440.0,220.0,127.66668659999999,34.91148749,POINT (127.6666866 34.91148749),주차장,1,,1.0,1.5670132890715458,1.581027667337858,골약동,-1.2900753485337115
95,116.0,4.0,127.6474074,34.92058605,POINT (127.6474074 34.92058605),주차장,1,,0.0,1.141424132931066,1.1727020340366017,골약동,-1.2900753485337115
96,272.0,8.0,127.71802439999999,34.96185094,POINT (127.7180244 34.96185094),주차장,1,,0.0,0.2275240057593926,0.3026583453644044,광영동,-0.9339150629363145
97,1151.0,35.0,127.71405929999999,34.96579382,POINT (127.7140593 34.96579382),주차장,1,,0.0,0.14034745235411858,0.18671498846592738,광영동,-0.9339150629363145
98,722.0,26.0,127.7213355,34.96374371,POINT (127.7213355 34.96374371),주차장,1,,0.0,0.15304832057403578,0.212990484973063,광영동,-0.9339150629363145
99,841.0,25.0,127.71503190000001,34.96441751,POINT (127.7150319 34.96441751),주차장,1,,0.0,0.1625182961223947,0.21109485104032008,광영동,-0.9339150629363145
100,926.0,21.0,127.71574109999999,34.96395255,POINT (127.7157411 34.96395255),주차장,1,,0.0,0.14098606529696076,0.22750118268316769,광영동,-0.9339150629363145
101,208.0,15.0,127.7135176,34.96757966,POINT (127.7135176 34.96757966),주차장,2,,0.0,0.07393072256275295,0.13026558248191364,광영동,-0.9339150629363145
102,375.0,14.0,127.71886359999999,34.96450322,POINT (127.7188636 34.96450322),주차장,1,,0.0,0.1213478314319412,0.20147970115859837,광영동,-0.9339150629363145
103,224.0,7.0,127.7179756,34.96529036,POINT (127.7179756 34.96529036),주차장,1,,0.0,0.13262594190615443,0.21121204174633473,광영동,-0.9339150629363145
104,544.0,20.0,127.71943040000001,34.96196927,POINT (127.7194304 34.96196927),주차장,1,,0.0,0.20787847181162825,0.24442173875263382,광영동,-0.9339150629363145
105,1584.0,66.0,127.72046509999998,34.96320113,POINT (127.7204651 34.96320113),주차장,"시, 도유지",,1.0,0.16532499145426227,0.22125189549956634,광영동,-0.9339150629363145
106,762.0,15.0,127.72171750000001,34.960729799999996,POINT (127.7217175 34.9607298),주차장,1,,0.0,0.24870531706286264,0.302890854078935,광영동,-0.9339150629363145
107,575.0,24.0,127.7142277,34.96439627,POINT (127.7142277 34.96439627),주차장,1,,0.0,0.13873370723291006,0.22885940986238199,광영동,-0.9339150629363145
108,240.0,10.0,127.7138638,34.96529045,POINT (127.7138638 34.96529045),주차장,2,,0.0,0.14732704563747676,0.1933027454345721,광영동,-0.9339150629363145
109,395.0,15.0,127.7136642,34.96606151,POINT (127.7136642 34.96606151),주차장,1,,0.0,0.11885302790228978,0.17405933829707043,광영동,-0.9339150629363145
110,3095.0,54.0,127.7089985,34.96513856,POINT (127.7089985 34.96513856),주차장,1,,1.0,0.04781950865406996,0.12080209988051172,광영동,-0.9339150629363145
111,245.0,6.0,127.71893290000001,34.96402979999999,POINT (127.7189329 34.96402979999999),주차장,1,,0.0,0.1363371149313128,0.21762872848038817,광영동,-0.9339150629363145
112,448.0,20.0,127.7179756,34.96529036,POINT (127.7179756 34.96529036),주차장,1,,0.0,0.13262594190615443,0.21121204174633473,광영동,-0.9339150629363145
113,207.0,7.0,127.71596880000001,34.96398504,POINT (127.7159688 34.96398504),주차장,1,,0.0,0.14845582657968348,0.23345622306432284,광영동,-0.9339150629363145
114,919.0,25.0,127.742802,34.94483969,POINT (127.742802 34.94483969),주차장,1,,0.0,-0.09640780406017853,0.20422916454110857,태인동,-1.2900753485337115
115,544.0,18.0,127.7572836,34.94275714,POINT (127.7572836 34.94275714),주차장,1,,0.0,0.2005036921054036,0.47911214570913974,태인동,-1.2900753485337115
116,470.0,8.0,127.75255729999999,34.94736022,POINT (127.7525573 34.94736022),주차장,1,,0.0,0.2311768335252097,0.5041336208689838,태인동,-1.2900753485337115
117,6734.0,66.0,127.7495686,34.94326501,POINT (127.7495686 34.94326501),주차장,1,,1.0,0.23895170291352702,0.5266826923280016,태인동,-1.2900753485337115
118,3343.0,78.0,127.76205630000001,34.94472048,POINT (127.7620563 34.94472048),주차장,1,,1.0,-0.21720654769027867,0.17205831714350783,태인동,-1.2900753485337115
119,118.0,36.0,127.75581070000001,34.94297476,POINT (127.7558107 34.94297476),주차장,1,,0.0,0.3936404854047434,0.7181850434437144,태인동,-1.2900753485337115
120,3759.0,104.0,127.76058619999999,34.95131446,POINT (127.7605862 34.95131446),주차장,1,,1.0,-0.24839651926962525,0.10266047701354974,태인동,-1.2900753485337115
121,387.0,10.0,127.74726000000001,34.94423984,POINT (127.74726 34.94423984),주차장,1,,0.0,0.11101401313725179,0.4035469238763643,태인동,-1.2900753485337115
122,300.0,12.0,127.7283881,34.94063817,POINT (127.7283881 34.94063817),주차장,2,,0.0,0.17697144893049463,0.31659948520132286,금호동,-0.7558349201376161
123,2094.0,72.0,127.7166311,34.93659769,POINT (127.7166311 34.93659769),주차장,2,,1.0,0.9014141025703638,0.9132809906019407,금호동,-0.7558349201376161
124,6050.0,230.0,127.7236529,34.94257175,POINT (127.7236529 34.94257175),주차장,2,,1.0,0.43143560799059194,0.5163910711271829,금호동,-0.7558349201376161
125,731.0,28.0,127.72340279999999,34.93760112,POINT (127.7234028 34.93760112),주차장,2,,0.0,0.5256043080508637,0.5826859815657456,금호동,-0.7558349201376161
126,1750.0,70.0,127.72285,34.93364406,POINT (127.72285 34.93364406),주차장,2,,1.0,0.6007321753959781,0.6713041410337756,금호동,-0.7558349201376161
127,980.0,35.0,127.7170155,34.93423236,POINT (127.7170155 34.93423236),주차장,2,,0.0,0.9545545199494587,0.9905559087396171,금호동,-0.7558349201376161
128,1800.0,58.0,127.60508190000002,35.04139407,POINT (127.6050819 35.04139407),주차장,1,,1.0,-1.5995252828590651,-1.6611052695480866,옥룡면,-0.9932751105358807
129,495.0,20.0,127.61725630000001,35.01383856,POINT (127.6172563 35.01383856),주차장,0,,0.0,-1.3138472184662093,-1.3143578515241887,옥룡면,-0.9932751105358807
130,1194.0,40.0,127.6992545,34.988875799999995,POINT (127.6992545 34.9888758),주차장,1,,0.0,-0.790914657454834,-0.6818730084153541,옥곡면,-1.111995205735013
131,185.0,8.0,127.7012233,34.98924159,POINT (127.7012233 34.98924159),주차장,1,,0.0,-0.7589143699864749,-0.6512938374156504,옥곡면,-1.111995205735013
132,276.0,14.0,127.7011097,34.99034487,POINT (127.7011097 34.99034487),주차장,1,,0.0,-0.7836932755160594,-0.6761870487132836,옥곡면,-1.111995205735013
133,240.0,10.0,127.69983229999998,34.98749713,POINT (127.6998323 34.98749713),주차장,기타단체,,0.0,-0.7506253905695123,-0.6422027834738931,옥곡면,-1.111995205735013
134,250.0,20.0,127.70270490000001,34.98893865,POINT (127.7027049 34.98893865),주차장,1,,0.0,-0.7190671251485788,-0.6134611182576464,옥곡면,-1.111995205735013
135,2590.0,102.0,127.70068159999998,34.98714377,POINT (127.7006816 34.98714377),주차장,1,,1.0,-0.7259337874719876,-0.6182878487984119,옥곡면,-1.111995205735013
136,130.0,10.0,127.70118490000002,34.98832827,POINT (127.7011849 34.98832827),주차장,1,,0.0,-0.740406728902871,-0.6339022040681117,옥곡면,-1.111995205735013
137,490.0,10.0,127.6994061,34.98809093,POINT (127.6994061 34.98809093),주차장,"시, 도유지",,0.0,-0.7711764470091378,-0.6626167993151896,옥곡면,-1.111995205735013
138,82.0,10.0,127.7053431,34.98574039,POINT (127.7053431 34.98574039),주차장,0,,0.0,-0.5797228913763508,-0.48194809242396996,옥곡면,-1.111995205735013
139,688.0,20.0,127.7158771,34.9747699,POINT (127.7158771 34.9747699),주차장,1,,0.0,-0.1423623228257117,-0.043127586225905575,옥곡면,-1.111995205735013
140,980.0,30.0,127.71666979999999,34.97709596,POINT (127.7166698 34.97709596),주차장,1,,0.0,-0.18675006790181,-0.11259934781710328,옥곡면,-1.111995205735013
141,33058.0,238.0,127.718852,34.9765249,POINT (127.718852 34.9765249),주차장,1,,1.0,-0.17702374116252947,-0.0952794512044405,옥곡면,-1.111995205735013
142,460.0,36.0,127.7140393,34.99157422,POINT (127.7140393 34.99157422),주차장,기타단체,,0.0,-0.5746111797039618,-0.46748107258338856,진상면,-1.1713552533345792
143,397.0,17.0,127.71928419999999,35.01841682,POINT (127.7192842 35.01841682),주차장,1,,0.0,-1.2280106357375429,-1.110227793538491,진상면,-1.1713552533345792
144,1530.0,46.0,127.6743372,35.095065399999996,POINT (127.6743372 35.0950654),주차장,1,,0.0,-3.9381134851651955,-3.938991376500023,진상면,-1.1713552533345792
145,1122.0,20.0,127.71287379999998,35.00517845,POINT (127.7128738 35.00517845),주차장,1,,0.0,-0.843008054902731,-0.760152159209813,진상면,-1.1713552533345792
146,388.0,8.0,127.71869450000001,35.01881733,POINT (127.7186945 35.01881733),주차장,1,,0.0,-1.2084341957939886,-1.0703050480797722,진상면,-1.1713552533345792
147,577.0,20.0,127.74784620000001,34.98932443,POINT (127.7478462 34.98932443),주차장,1,,0.0,-0.836130567365445,-0.552620400915678,진월면,-1.1713552533345792
148,624.0,22.0,127.7466794,34.98684478,POINT (127.7466794 34.98684478),주차장,1,,0.0,-0.8459104010500512,-0.5596791620691112,진월면,-1.1713552533345792
149,4200.0,50.0,127.76059070000001,34.97636174,POINT (127.7605907 34.97636174),주차장,1,,0.0,-0.5357894601785308,-0.32609010160906815,진월면,-1.1713552533345792
150,4300.0,65.0,127.75858149999999,34.97930495,POINT (127.7585815 34.97930495),주차장,1,,1.0,-0.2787516793283879,-0.073478579893307,진월면,-1.1713552533345792
151,553.0,19.0,127.7588595,34.97786365,POINT (127.7588595 34.97786365),주차장,1,,0.0,-0.2672866311958361,-0.04255718767954722,진월면,-1.1713552533345792
152,744.0,62.0,127.75850829999999,34.972570399999995,POINT (127.7585083 34.9725704),주차장,1,,1.0,-0.1577433228355029,0.08258696838983207,진월면,-1.1713552533345792
153,1251.0,68.0,127.57240990000001,35.08692332,POINT (127.5724099 35.08692332),주차장,1,,1.0,-4.130371612911679,-4.09390187629789,봉강면,-1.052635158135447
154,590.0,50.0,127.56725959999999,35.08124323,POINT (127.5672596 35.08124323),주차장,1,,0.0,-4.140061172698315,-4.101104417240958,봉강면,-1.052635158135447
155,3031.0,73.0,127.56466270000001,35.07914604,POINT (127.5646627 35.07914604),주차장,1,,1.0,-4.1341393654556695,-4.098911554702427,봉강면,-1.052635158135447
156,,42.0,127.5866619,34.97508013,POINT (127.5866619 34.97508013),주차장,0,,0.0,0.057496275021248766,-0.1438125169581315,광양읍,1.262406698247633
157,,42.0,127.5800508,34.98311879,POINT (127.5800508 34.98311879),주차장,1,,0.0,-0.12295526642096936,-0.36262305408076495,광양읍,1.262406698247633
158,,7.0,127.59156159999999,34.9734155,POINT (127.5915616 34.9734155),주차장,0,,0.0,-0.010324357312710166,-0.20516915776384917,광양읍,1.262406698247633
159,,11.0,127.5918643,34.97314256,POINT (127.5918643 34.97314256),주차장,2,,0.0,-0.0167430189062898,-0.11236478671425759,광양읍,1.262406698247633
160,,15.0,127.58812520000001,34.97454856,POINT (127.5881252 34.97454856),주차장,0,,0.0,0.08861070444058734,-0.10437269249264934,광양읍,1.262406698247633
161,,12.0,127.57881029999999,34.97106189,POINT (127.5788103 34.97106189),주차장,2,,0.0,0.279970749320411,0.032550786728101695,광양읍,1.262406698247633
162,,28.0,127.59037479999999,34.97701647,POINT (127.5903748 34.97701647),주차장,1,,0.0,-0.05411918327802791,-0.2426512065709817,광양읍,1.262406698247633
163,,10.0,127.5829598,34.97006874,POINT (127.5829598 34.97006874),주차장,0,,0.0,0.2509119345096868,0.028939880654775044,광양읍,1.262406698247633
164,,20.0,127.5854741,34.96871826,POINT (127.5854741 34.96871826),주차장,0,,0.0,0.28735807256071033,0.05864682742483513,광양읍,1.262406698247633
165,,21.0,127.5918865,34.97160139,POINT (127.5918865 34.97160139),주차장,2,,0.0,0.023978546559622567,-0.07316874788637202,광양읍,1.262406698247633
166,,25.0,127.5830896,34.96886623,POINT (127.5830896 34.96886623),주차장,0,,0.0,0.2884414838911706,0.09714156332246962,광양읍,1.262406698247633
